Scenario,Condition,Wind Day,Price Day,Balancing Prices,Hourly Values
1,0,0,0,"[[160.25, 102.61, 28.31, 65.55, 4.0, 30.3, 90.27, 124.97, 95.19, 95.84, 104.39, 101.74, 108.49, 109.19, 112.16, 89.97, 30.66, 92.18, 107.45, 204.12], [102.323, 57.86, 27.04, 54.39, 4.0, 29.53, 90.27, 113.94, 94.81, 94.92, 101.79, 100.11, 102.22, 106.08, 103.15, 85.75, 40.11, 89.96, 102.55, 101.46], [99.5265, 30.22, 25.8, 32.29, 4.0, 35.47, 91.38, 117.22, 94.44, 96.7, 99.72, 97.82, 98.96, 105.97, 96.0, 79.57, 77.6, 89.71, 101.34, 97.67], [95.3275, 21.37, 20.11, 20.11, 4.0, 39.26, 91.69, 116.76, 96.51, 96.86, 100.48, 97.43, 96.69, 103.89, 89.89, 78.15, 80.9, 67.1, 102.15, 98.58], [137.1875, 19.06, 14.94, 20.1, 9.8, 47.4, 98.13, 118.42, 98.67, 89.98, 102.51, 101.85, 98.33, 105.37, 86.89, 78.55, 85.84, 69.44, 106.74, 101.74], [139.8625, 19.05, 20.11, 42.51, 4.0, 65.97, 115.16, 121.3, 101.51, 101.13, 110.88, 110.37, 105.87, 114.08, 90.55, 29.41, 103.33, 102.28, 122.73, 110.71], [146.3875, 43.56, 41.81, 52.96, 16.04, 93.16, 135.67, 127.82, 100.0, 148.63, 148.14, 144.57, 132.7, 143.05, 97.0, 30.14, 135.26, 128.02, 158.29, 153.27], [115.4385, 90.69, 58.7, 65.9, 43.93, 139.44, 147.7, 120.6, 93.0, 159.87, 153.09, 161.75, 160.74, 155.29, 99.38, 30.7, 152.96, 136.73, 147.93, 140.98], [117.99699999999999, 103.11, 70.1, 62.85, 39.29, 108.51, 122.23, 98.05, 59.02, 134.08, 146.54, 148.49, 160.99, 155.08, 98.73, 30.5, 135.32, 106.56, 108.19, 99.91], [117.1045, 89.0, 44.59, 61.23, 12.6, 78.7, 83.0, 72.54, 24.41, 98.92, 128.53, 125.02, 154.8, 132.11, 86.36, 28.73, 100.77, 68.46, 73.39, 76.08], [156.35, 33.71, 20.1, 25.3, 0.34, 50.47, 65.3, 18.05, 21.32, 84.44, 102.0, 102.64, 123.84, 112.01, 72.35, 24.06, 68.2, 27.24, 28.86, 38.9], [95.285, 11.22, 4.29, 13.26, -0.67, 4.02, 31.51, 2.07, 3.95, 77.92, 97.48, 99.73, 110.75, 106.37, 67.12, 2.9, 50.53, 1.79, 3.96, 6.7], [86.87849999999999, 7.4, 2.43, 4.0, -0.7, 0.08, 13.08, -0.33, 1.29, 76.06, 96.45, 98.11, 110.08, 104.49, 57.28, 1.01, 31.14, -0.2, -0.56, 3.13], [121.58749999999999, 3.14, 1.67, 4.04, -0.78, 0.02, 8.08, -0.1, 3.95, 77.36, 98.39, 99.95, 108.28, 104.58, 47.96, 0.19, 27.92, -0.28, -0.16, 3.41], [124.2375, 2.85, 10.81, 10.11, 0.01, 13.16, 37.05, 2.76, 11.03, 83.96, 102.35, 101.69, 107.6, 105.38, 54.46, 2.67, 50.12, 17.36, 27.42, 30.98], [122.25, 19.0, 34.89, 30.07, 3.97, 63.61, 90.15, 53.53, 28.01, 97.54, 112.84, 117.81, 110.02, 109.42, 70.76, 30.81, 70.02, 38.6, 40.28, 62.63], [156.7625, 54.16, 70.65, 32.66, 13.23, 99.2, 126.99, 100.87, 68.99, 127.59, 132.9, 140.35, 121.56, 124.93, 84.2, 59.97, 98.59, 96.03, 109.8, 120.26], [123.25, 99.69, 129.19, 74.91, 60.4, 129.7, 149.92, 145.58, 107.86, 148.1, 172.03, 159.04, 142.95, 146.56, 121.87, 94.68, 143.14, 141.1, 147.64, 154.93], [198.1875, 136.58, 163.66, 64.54, 60.41, 165.36, 216.65, 174.04, 134.15, 175.06, 205.15, 199.9, 166.09, 155.47, 130.26, 83.61, 177.42, 171.17, 248.27, 279.34], [188.475, 117.23, 102.7, 42.3, 43.5, 149.11, 178.68, 140.03, 132.71, 160.4, 181.06, 179.58, 173.42, 151.02, 132.91, 45.54, 170.09, 167.77, 220.53, 251.99], [113.3985, 80.9, 88.19, 29.85, 34.76, 125.64, 148.7, 111.21, 114.54, 142.28, 149.49, 148.09, 148.99, 130.1, 121.41, 31.49, 141.58, 142.51, 176.9, 163.48], [156.775, 61.1, 79.94, 25.33, 33.55, 106.63, 132.4, 100.01, 107.87, 126.68, 133.05, 132.26, 135.69, 111.46, 108.46, 31.1, 113.55, 117.77, 138.38, 136.61], [152.5375, 35.12, 69.01, 25.52, 31.31, 101.47, 119.11, 99.24, 104.56, 106.87, 121.27, 120.02, 123.41, 114.0, 104.98, 30.69, 106.46, 107.46, 124.58, 124.83], [149.875, 25.41, 40.3, 20.1, 31.16, 91.11, 111.83, 97.9, 103.64, 97.93, 107.36, 109.91, 111.53, 105.1, 95.21, 30.44, 93.49, 100.5, 111.27, 117.5]]","{'Condition': [0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0], 'Wind': [8187.45, 8349.99, 7811.66, 6884.86, 5713.5, 4882.1, 4232.76, 3276.12, 2630.31, 2163.1800000000003, 2134.85, 2251.87, 2439.76, 2777.55, 3389.5699999999997, 4199.66, 6156.59, 8318.779999999999, 10429.74, 11532.88, 12284.16, 14422.4, 14857.2, 14663.17], 'Price': [128.2, 120.38, 117.09, 112.15, 109.75, 111.89, 117.11, 135.81, 138.82, 137.77, 125.08, 112.1, 102.21, 97.27, 99.39, 97.8, 125.41, 145.0, 158.55, 150.78, 133.41, 125.42, 122.03, 119.9]}"
2,0,0,1,"[[160.25, 128.2625, 28.31, 65.55, 4.0, 30.3, 90.27, 124.97, 95.19, 95.84, 104.39, 101.74, 108.49, 109.19, 112.16, 89.97, 30.66, 92.18, 107.45, 204.12], [102.323, 49.181, 27.04, 54.39, 4.0, 29.53, 90.27, 113.94, 94.81, 94.92, 101.79, 100.11, 102.22, 106.08, 103.15, 85.75, 40.11, 89.96, 102.55, 101.46], [99.5265, 25.686999999999998, 25.8, 32.29, 4.0, 35.47, 91.38, 117.22, 94.44, 96.7, 99.72, 97.82, 98.96, 105.97, 96.0, 79.57, 77.6, 89.71, 101.34, 97.67], [95.3275, 18.1645, 20.11, 20.11, 4.0, 39.26, 91.69, 116.76, 96.51, 96.86, 100.48, 97.43, 96.69, 103.89, 89.89, 78.15, 80.9, 67.1, 102.15, 98.58], [137.1875, 23.825, 14.94, 20.1, 9.8, 47.4, 98.13, 118.42, 98.67, 89.98, 102.51, 101.85, 98.33, 105.37, 86.89, 78.55, 85.84, 69.44, 106.74, 101.74], [139.8625, 23.8125, 20.11, 42.51, 4.0, 65.97, 115.16, 121.3, 101.51, 101.13, 110.88, 110.37, 105.87, 114.08, 90.55, 29.41, 103.33, 102.28, 122.73, 110.71], [146.3875, 54.45, 41.81, 52.96, 16.04, 93.16, 135.67, 127.82, 100.0, 148.63, 148.14, 144.57, 132.7, 143.05, 97.0, 30.14, 135.26, 128.02, 158.29, 153.27], [115.4385, 77.0865, 58.7, 65.9, 43.93, 139.44, 147.7, 120.6, 93.0, 159.87, 153.09, 161.75, 160.74, 155.29, 99.38, 30.7, 152.96, 136.73, 147.93, 140.98], [117.99699999999999, 87.6435, 70.1, 62.85, 39.29, 108.51, 122.23, 98.05, 59.02, 134.08, 146.54, 148.49, 160.99, 155.08, 98.73, 30.5, 135.32, 106.56, 108.19, 99.91], [117.1045, 75.64999999999999, 44.59, 61.23, 12.6, 78.7, 83.0, 72.54, 24.41, 98.92, 128.53, 125.02, 154.8, 132.11, 86.36, 28.73, 100.77, 68.46, 73.39, 76.08], [156.35, 42.1375, 20.1, 25.3, 0.34, 50.47, 65.3, 18.05, 21.32, 84.44, 102.0, 102.64, 123.84, 112.01, 72.35, 24.06, 68.2, 27.24, 28.86, 38.9], [95.285, 9.537, 4.29, 13.26, -0.67, 4.02, 31.51, 2.07, 3.95, 77.92, 97.48, 99.73, 110.75, 106.37, 67.12, 2.9, 50.53, 1.79, 3.96, 6.7], [86.87849999999999, 6.29, 2.43, 4.0, -0.7, 0.08, 13.08, -0.33, 1.29, 76.06, 96.45, 98.11, 110.08, 104.49, 57.28, 1.01, 31.14, -0.2, -0.56, 3.13], [121.58749999999999, 3.9250000000000003, 1.67, 4.04, -0.78, 0.02, 8.08, -0.1, 3.95, 77.36, 98.39, 99.95, 108.28, 104.58, 47.96, 0.19, 27.92, -0.28, -0.16, 3.41], [124.2375, 3.5625, 10.81, 10.11, 0.01, 13.16, 37.05, 2.76, 11.03, 83.96, 102.35, 101.69, 107.6, 105.38, 54.46, 2.67, 50.12, 17.36, 27.42, 30.98], [122.25, 23.75, 34.89, 30.07, 3.97, 63.61, 90.15, 53.53, 28.01, 97.54, 112.84, 117.81, 110.02, 109.42, 70.76, 30.81, 70.02, 38.6, 40.28, 62.63], [156.7625, 67.69999999999999, 70.65, 32.66, 13.23, 99.2, 126.99, 100.87, 68.99, 127.59, 132.9, 140.35, 121.56, 124.93, 84.2, 59.97, 98.59, 96.03, 109.8, 120.26], [123.25, 84.73649999999999, 129.19, 74.91, 60.4, 129.7, 149.92, 145.58, 107.86, 148.1, 172.03, 159.04, 142.95, 146.56, 121.87, 94.68, 143.14, 141.1, 147.64, 154.93], [198.1875, 170.72500000000002, 163.66, 64.54, 60.41, 165.36, 216.65, 174.04, 134.15, 175.06, 205.15, 199.9, 166.09, 155.47, 130.26, 83.61, 177.42, 171.17, 248.27, 279.34], [188.475, 146.5375, 102.7, 42.3, 43.5, 149.11, 178.68, 140.03, 132.71, 160.4, 181.06, 179.58, 173.42, 151.02, 132.91, 45.54, 170.09, 167.77, 220.53, 251.99], [113.3985, 68.765, 88.19, 29.85, 34.76, 125.64, 148.7, 111.21, 114.54, 142.28, 149.49, 148.09, 148.99, 130.1, 121.41, 31.49, 141.58, 142.51, 176.9, 163.48], [156.775, 76.375, 79.94, 25.33, 33.55, 106.63, 132.4, 100.01, 107.87, 126.68, 133.05, 132.26, 135.69, 111.46, 108.46, 31.1, 113.55, 117.77, 138.38, 136.61], [152.5375, 43.9, 69.01, 25.52, 31.31, 101.47, 119.11, 99.24, 104.56, 106.87, 121.27, 120.02, 123.41, 114.0, 104.98, 30.69, 106.46, 107.46, 124.58, 124.83], [149.875, 31.7625, 40.3, 20.1, 31.16, 91.11, 111.83, 97.9, 103.64, 97.93, 107.36, 109.91, 111.53, 105.1, 95.21, 30.44, 93.49, 100.5, 111.27, 117.5]]","{'Condition': [0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0], 'Wind': [8187.45, 8349.99, 7811.66, 6884.86, 5713.5, 4882.1, 4232.76, 3276.12, 2630.31, 2163.1800000000003, 2134.85, 2251.87, 2439.76, 2777.55, 3389.5699999999997, 4199.66, 6156.59, 8318.779999999999, 10429.74, 11532.88, 12284.16, 14422.4, 14857.2, 14663.17], 'Price': [102.61, 57.86, 30.22, 21.37, 19.06, 19.05, 43.56, 90.69, 103.11, 89.0, 33.71, 11.22, 7.4, 3.14, 2.85, 19.0, 54.16, 99.69, 136.58, 117.23, 80.9, 61.1, 35.12, 25.41]}"
3,0,0,2,"[[160.25, 128.2625, 35.387499999999996, 65.55, 4.0, 30.3, 90.27, 124.97, 95.19, 95.84, 104.39, 101.74, 108.49, 109.19, 112.16, 89.97, 30.66, 92.18, 107.45, 204.12], [102.323, 49.181, 22.983999999999998, 54.39, 4.0, 29.53, 90.27, 113.94, 94.81, 94.92, 101.79, 100.11, 102.22, 106.08, 103.15, 85.75, 40.11, 89.96, 102.55, 101.46], [99.5265, 25.686999999999998, 21.93, 32.29, 4.0, 35.47, 91.38, 117.22, 94.44, 96.7, 99.72, 97.82, 98.96, 105.97, 96.0, 79.57, 77.6, 89.71, 101.34, 97.67], [95.3275, 18.1645, 17.0935, 20.11, 4.0, 39.26, 91.69, 116.76, 96.51, 96.86, 100.48, 97.43, 96.69, 103.89, 89.89, 78.15, 80.9, 67.1, 102.15, 98.58], [137.1875, 23.825, 18.675, 20.1, 9.8, 47.4, 98.13, 118.42, 98.67, 89.98, 102.51, 101.85, 98.33, 105.37, 86.89, 78.55, 85.84, 69.44, 106.74, 101.74], [139.8625, 23.8125, 25.1375, 42.51, 4.0, 65.97, 115.16, 121.3, 101.51, 101.13, 110.88, 110.37, 105.87, 114.08, 90.55, 29.41, 103.33, 102.28, 122.73, 110.71], [146.3875, 54.45, 52.2625, 52.96, 16.04, 93.16, 135.67, 127.82, 100.0, 148.63, 148.14, 144.57, 132.7, 143.05, 97.0, 30.14, 135.26, 128.02, 158.29, 153.27], [115.4385, 77.0865, 49.895, 65.9, 43.93, 139.44, 147.7, 120.6, 93.0, 159.87, 153.09, 161.75, 160.74, 155.29, 99.38, 30.7, 152.96, 136.73, 147.93, 140.98], [117.99699999999999, 87.6435, 59.584999999999994, 62.85, 39.29, 108.51, 122.23, 98.05, 59.02, 134.08, 146.54, 148.49, 160.99, 155.08, 98.73, 30.5, 135.32, 106.56, 108.19, 99.91], [117.1045, 75.64999999999999, 37.9015, 61.23, 12.6, 78.7, 83.0, 72.54, 24.41, 98.92, 128.53, 125.02, 154.8, 132.11, 86.36, 28.73, 100.77, 68.46, 73.39, 76.08], [156.35, 42.1375, 25.125, 25.3, 0.34, 50.47, 65.3, 18.05, 21.32, 84.44, 102.0, 102.64, 123.84, 112.01, 72.35, 24.06, 68.2, 27.24, 28.86, 38.9], [95.285, 9.537, 3.6465, 13.26, -0.67, 4.02, 31.51, 2.07, 3.95, 77.92, 97.48, 99.73, 110.75, 106.37, 67.12, 2.9, 50.53, 1.79, 3.96, 6.7], [86.87849999999999, 6.29, 2.0655, 4.0, -0.7, 0.08, 13.08, -0.33, 1.29, 76.06, 96.45, 98.11, 110.08, 104.49, 57.28, 1.01, 31.14, -0.2, -0.56, 3.13], [121.58749999999999, 3.9250000000000003, 2.0875, 4.04, -0.78, 0.02, 8.08, -0.1, 3.95, 77.36, 98.39, 99.95, 108.28, 104.58, 47.96, 0.19, 27.92, -0.28, -0.16, 3.41], [124.2375, 3.5625, 13.512500000000001, 10.11, 0.01, 13.16, 37.05, 2.76, 11.03, 83.96, 102.35, 101.69, 107.6, 105.38, 54.46, 2.67, 50.12, 17.36, 27.42, 30.98], [122.25, 23.75, 43.6125, 30.07, 3.97, 63.61, 90.15, 53.53, 28.01, 97.54, 112.84, 117.81, 110.02, 109.42, 70.76, 30.81, 70.02, 38.6, 40.28, 62.63], [156.7625, 67.69999999999999, 88.3125, 32.66, 13.23, 99.2, 126.99, 100.87, 68.99, 127.59, 132.9, 140.35, 121.56, 124.93, 84.2, 59.97, 98.59, 96.03, 109.8, 120.26], [123.25, 84.73649999999999, 109.8115, 74.91, 60.4, 129.7, 149.92, 145.58, 107.86, 148.1, 172.03, 159.04, 142.95, 146.56, 121.87, 94.68, 143.14, 141.1, 147.64, 154.93], [198.1875, 170.72500000000002, 204.575, 64.54, 60.41, 165.36, 216.65, 174.04, 134.15, 175.06, 205.15, 199.9, 166.09, 155.47, 130.26, 83.61, 177.42, 171.17, 248.27, 279.34], [188.475, 146.5375, 128.375, 42.3, 43.5, 149.11, 178.68, 140.03, 132.71, 160.4, 181.06, 179.58, 173.42, 151.02, 132.91, 45.54, 170.09, 167.77, 220.53, 251.99], [113.3985, 68.765, 74.9615, 29.85, 34.76, 125.64, 148.7, 111.21, 114.54, 142.28, 149.49, 148.09, 148.99, 130.1, 121.41, 31.49, 141.58, 142.51, 176.9, 163.48], [156.775, 76.375, 99.925, 25.33, 33.55, 106.63, 132.4, 100.01, 107.87, 126.68, 133.05, 132.26, 135.69, 111.46, 108.46, 31.1, 113.55, 117.77, 138.38, 136.61], [152.5375, 43.9, 86.2625, 25.52, 31.31, 101.47, 119.11, 99.24, 104.56, 106.87, 121.27, 120.02, 123.41, 114.0, 104.98, 30.69, 106.46, 107.46, 124.58, 124.83], [149.875, 31.7625, 50.375, 20.1, 31.16, 91.11, 111.83, 97.9, 103.64, 97.93, 107.36, 109.91, 111.53, 105.1, 95.21, 30.44, 93.49, 100.5, 111.27, 117.5]]","{'Condition': [0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0], 'Wind': [8187.45, 8349.99, 7811.66, 6884.86, 5713.5, 4882.1, 4232.76, 3276.12, 2630.31, 2163.1800000000003, 2134.85, 2251.87, 2439.76, 2777.55, 3389.5699999999997, 4199.66, 6156.59, 8318.779999999999, 10429.74, 11532.88, 12284.16, 14422.4, 14857.2, 14663.17], 'Price': [28.31, 27.04, 25.8, 20.11, 14.94, 20.11, 41.81, 58.7, 70.1, 44.59, 20.1, 4.29, 2.43, 1.67, 10.81, 34.89, 70.65, 129.19, 163.66, 102.7, 88.19, 79.94, 69.01, 40.3]}"
4,0,0,3,"[[160.25, 128.2625, 35.387499999999996, 81.9375, 4.0, 30.3, 90.27, 124.97, 95.19, 95.84, 104.39, 101.74, 108.49, 109.19, 112.16, 89.97, 30.66, 92.18, 107.45, 204.12], [102.323, 49.181, 22.983999999999998, 46.2315, 4.0, 29.53, 90.27, 113.94, 94.81, 94.92, 101.79, 100.11, 102.22, 106.08, 103.15, 85.75, 40.11, 89.96, 102.55, 101.46], [99.5265, 25.686999999999998, 21.93, 27.446499999999997, 4.0, 35.47, 91.38, 117.22, 94.44, 96.7, 99.72, 97.82, 98.96, 105.97, 96.0, 79.57, 77.6, 89.71, 101.34, 97.67], [95.3275, 18.1645, 17.0935, 17.0935, 4.0, 39.26, 91.69, 116.76, 96.51, 96.86, 100.48, 97.43, 96.69, 103.89, 89.89, 78.15, 80.9, 67.1, 102.15, 98.58], [137.1875, 23.825, 18.675, 25.125, 9.8, 47.4, 98.13, 118.42, 98.67, 89.98, 102.51, 101.85, 98.33, 105.37, 86.89, 78.55, 85.84, 69.44, 106.74, 101.74], [139.8625, 23.8125, 25.1375, 53.137499999999996, 4.0, 65.97, 115.16, 121.3, 101.51, 101.13, 110.88, 110.37, 105.87, 114.08, 90.55, 29.41, 103.33, 102.28, 122.73, 110.71], [146.3875, 54.45, 52.2625, 66.2, 16.04, 93.16, 135.67, 127.82, 100.0, 148.63, 148.14, 144.57, 132.7, 143.05, 97.0, 30.14, 135.26, 128.02, 158.29, 153.27], [115.4385, 77.0865, 49.895, 56.015, 43.93, 139.44, 147.7, 120.6, 93.0, 159.87, 153.09, 161.75, 160.74, 155.29, 99.38, 30.7, 152.96, 136.73, 147.93, 140.98], [117.99699999999999, 87.6435, 59.584999999999994, 53.4225, 39.29, 108.51, 122.23, 98.05, 59.02, 134.08, 146.54, 148.49, 160.99, 155.08, 98.73, 30.5, 135.32, 106.56, 108.19, 99.91], [117.1045, 75.64999999999999, 37.9015, 52.0455, 12.6, 78.7, 83.0, 72.54, 24.41, 98.92, 128.53, 125.02, 154.8, 132.11, 86.36, 28.73, 100.77, 68.46, 73.39, 76.08], [156.35, 42.1375, 25.125, 31.625, 0.34, 50.47, 65.3, 18.05, 21.32, 84.44, 102.0, 102.64, 123.84, 112.01, 72.35, 24.06, 68.2, 27.24, 28.86, 38.9], [95.285, 9.537, 3.6465, 11.270999999999999, -0.67, 4.02, 31.51, 2.07, 3.95, 77.92, 97.48, 99.73, 110.75, 106.37, 67.12, 2.9, 50.53, 1.79, 3.96, 6.7], [86.87849999999999, 6.29, 2.0655, 3.4, -0.7, 0.08, 13.08, -0.33, 1.29, 76.06, 96.45, 98.11, 110.08, 104.49, 57.28, 1.01, 31.14, -0.2, -0.56, 3.13], [121.58749999999999, 3.9250000000000003, 2.0875, 5.05, -0.78, 0.02, 8.08, -0.1, 3.95, 77.36, 98.39, 99.95, 108.28, 104.58, 47.96, 0.19, 27.92, -0.28, -0.16, 3.41], [124.2375, 3.5625, 13.512500000000001, 12.6375, 0.01, 13.16, 37.05, 2.76, 11.03, 83.96, 102.35, 101.69, 107.6, 105.38, 54.46, 2.67, 50.12, 17.36, 27.42, 30.98], [122.25, 23.75, 43.6125, 37.5875, 3.97, 63.61, 90.15, 53.53, 28.01, 97.54, 112.84, 117.81, 110.02, 109.42, 70.76, 30.81, 70.02, 38.6, 40.28, 62.63], [156.7625, 67.69999999999999, 88.3125, 40.824999999999996, 13.23, 99.2, 126.99, 100.87, 68.99, 127.59, 132.9, 140.35, 121.56, 124.93, 84.2, 59.97, 98.59, 96.03, 109.8, 120.26], [123.25, 84.73649999999999, 109.8115, 63.6735, 60.4, 129.7, 149.92, 145.58, 107.86, 148.1, 172.03, 159.04, 142.95, 146.56, 121.87, 94.68, 143.14, 141.1, 147.64, 154.93], [198.1875, 170.72500000000002, 204.575, 80.67500000000001, 60.41, 165.36, 216.65, 174.04, 134.15, 175.06, 205.15, 199.9, 166.09, 155.47, 130.26, 83.61, 177.42, 171.17, 248.27, 279.34], [188.475, 146.5375, 128.375, 52.875, 43.5, 149.11, 178.68, 140.03, 132.71, 160.4, 181.06, 179.58, 173.42, 151.02, 132.91, 45.54, 170.09, 167.77, 220.53, 251.99], [113.3985, 68.765, 74.9615, 25.372500000000002, 34.76, 125.64, 148.7, 111.21, 114.54, 142.28, 149.49, 148.09, 148.99, 130.1, 121.41, 31.49, 141.58, 142.51, 176.9, 163.48], [156.775, 76.375, 99.925, 31.662499999999998, 33.55, 106.63, 132.4, 100.01, 107.87, 126.68, 133.05, 132.26, 135.69, 111.46, 108.46, 31.1, 113.55, 117.77, 138.38, 136.61], [152.5375, 43.9, 86.2625, 31.9, 31.31, 101.47, 119.11, 99.24, 104.56, 106.87, 121.27, 120.02, 123.41, 114.0, 104.98, 30.69, 106.46, 107.46, 124.58, 124.83], [149.875, 31.7625, 50.375, 25.125, 31.16, 91.11, 111.83, 97.9, 103.64, 97.93, 107.36, 109.91, 111.53, 105.1, 95.21, 30.44, 93.49, 100.5, 111.27, 117.5]]","{'Condition': [0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0], 'Wind': [8187.45, 8349.99, 7811.66, 6884.86, 5713.5, 4882.1, 4232.76, 3276.12, 2630.31, 2163.1800000000003, 2134.85, 2251.87, 2439.76, 2777.55, 3389.5699999999997, 4199.66, 6156.59, 8318.779999999999, 10429.74, 11532.88, 12284.16, 14422.4, 14857.2, 14663.17], 'Price': [65.55, 54.39, 32.29, 20.11, 20.1, 42.51, 52.96, 65.9, 62.85, 61.23, 25.3, 13.26, 4.0, 4.04, 10.11, 30.07, 32.66, 74.91, 64.54, 42.3, 29.85, 25.33, 25.52, 20.1]}"
